Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"15/4/2026, 9:46:18 pm",third year,cse,male,sometimes (3-4 times a week),4-5 hours,often (5-6 times a week),poor,often,sometimes,sometimes (1-2 times a week),minor impact,every night,never,rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:46:32 pm",second year,cse,female,often (5-6 times a week),4-5 hours,every night,average,always,sometimes,never,moderate impact,rarely (1-2 times a week),never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:46:38 pm",third year,cse,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,sometimes,rarely,always,moderate impact,sometimes (3-4 times a week),never,never,high stress,poor
"15/4/2026, 9:46:43 pm",third year,cse,male,every night,4-5 hours,often (5-6 times a week),poor,rarely,often,often (3-4 times a week),minor impact,every night,never,often (5-6 times a week),high stress,poor
"15/4/2026, 9:46:52 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,sometimes (3-4 times a week),good,often,always,always,moderate impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:47:00 pm",third year,ece,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),average,often,sometimes,never,moderate impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:47:01 pm",third year,cse,male,often (5-6 times a week),less than 4 hours,sometimes (3-4 times a week),average,sometimes,never,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),never,sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:47:05 pm",third year,ece,male,often (5-6 times a week),less than 4 hours,sometimes (3-4 times a week),very poor,often,sometimes,sometimes (1-2 times a week),moderate impact,every night,never,every day,extremely high stress,below average
"15/4/2026, 9:47:11 pm",third year,cse,male,every night,4-5 hours,sometimes (3-4 times a week),average,often,rarely,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),never,extremely high stress,poor
"15/4/2026, 9:47:17 pm",third year,cse,male,every night,4-5 hours,sometimes (3-4 times a week),good,often,rarely,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,poor
"15/4/2026, 9:47:25 pm",second year,eee,female,often (5-6 times a week),less than 4 hours,often (5-6 times a week),average,never,often,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),never,never,high stress,poor
"15/4/2026, 9:47:27 pm",third year,eee,male,sometimes (3-4 times a week),less than 4 hours,every night,poor,sometimes,often,never,minor impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
"15/4/2026, 9:47:28 pm",first year,eee,male,every night,4-5 hours,often (5-6 times a week),good,rarely,never,often (3-4 times a week),moderate impact,every night,rarely (1-2 times a week),often (5-6 times a week),extremely high stress,poor
"15/4/2026, 9:47:39 pm",third year,cse,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),poor,often,sometimes,never,moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),low stress,excellent
"15/4/2026, 9:47:43 pm",second year,ece,female,often (5-6 times a week),less than 4 hours,every night,very good,often,rarely,rarely (1-2 times a month),minor impact,often (5-6 times a week),never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:47:48 pm",third year,cse,male,every night,less than 4 hours,every night,average,always,rarely,sometimes (1-2 times a week),moderate impact,every night,never,rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:48:16 pm",third year,other,female,every night,4-5 hours,sometimes (3-4 times a week),average,often,sometimes,never,minor impact,every night,never,rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:48:26 pm",third year,ece,male,every night,4-5 hours,sometimes (3-4 times a week),good,sometimes,always,sometimes (1-2 times a week),minor impact,rarely (1-2 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:48:32 pm",third year,ece,male,often (5-6 times a week),4-5 hours,every night,average,rarely,always,rarely (1-2 times a month),minor impact,every night,every day,every day,high stress,below average
"15/4/2026, 9:48:38 pm",third year,cse,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),very poor,often,often,often (3-4 times a week),major impact,never,never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:48:57 pm",third year,cse,male,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),good,sometimes,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),rarely (1-2 times a week),never,extremely high stress,below average
"15/4/2026, 9:49:10 pm",third year,ece,female,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,sometimes,often,rarely (1-2 times a month),minor impact,often (5-6 times a week),rarely (1-2 times a week),every day,high stress,poor
"16/4/2026, 9:49:41 am",third year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,rarely,sometimes,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),never,extremely high stress,poor
"16/4/2026, 9:49:46 am",third year,ece,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,often,rarely,sometimes (1-2 times a week),moderate impact,every night,never,every day,high stress,poor
"16/4/2026, 9:49:57 am",third year,cse,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,rarely,sometimes,often (3-4 times a week),moderate impact,every night,never,never,high stress,poor
"16/4/2026, 9:50:03 am",third year,cse,male,often (5-6 times a week),less than 4 hours,every night,good,rarely,often,rarely (1-2 times a month),minor impact,often (5-6 times a week),often (5-6 times a week),never,high stress,poor
"16/4/2026, 9:50:12 am",third year,cse,male,sometimes (3-4 times a week),6-7 hours,never,poor,sometimes,rarely,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),every day,sometimes (3-4 times a week),high stress,poor
"16/4/2026, 9:50:14 am",third year,cse,female,never,6-7 hours,often (5-6 times a week),very good,rarely,always,rarely (1-2 times a month),major impact,every night,sometimes (3-4 times a week),often (5-6 times a week),low stress,average
"16/4/2026, 9:50:21 am",first year,mechanical,male,sometimes (3-4 times a week),less than 4 hours,sometimes (3-4 times a week),good,often,sometimes,never,moderate impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),extremely high stress,poor
"16/4/2026, 9:50:43 am",first year,ece,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,sometimes,sometimes,rarely (1-2 times a month),moderate impact,every night,never,never,high stress,below average
"16/4/2026, 9:50:45 am",first year,ece,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,often,rarely,never,moderate impact,sometimes (3-4 times a week),often (5-6 times a week),every day,high stress,poor
"16/4/2026, 9:50:47 am",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),rarely (1-2 times a week),never,high stress,poor
"16/4/2026, 9:50:48 am",first year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),very poor,always,sometimes,sometimes (1-2 times a week),minor impact,every night,often (5-6 times a week),rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:50:54 am",first year,mechanical,male,every night,less than 4 hours,every night,average,never,often,never,moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:50:56 am",third year,cse,male,every night,6-7 hours,often (5-6 times a week),average,rarely,rarely,rarely (1-2 times a month),major impact,every night,never,never,high stress,average
"16/4/2026, 9:51:16 am",third year,cse,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,never,sometimes,sometimes (1-2 times a week),minor impact,every night,every day,every day,high stress,good
"16/4/2026, 9:51:19 am",third year,cse,female,every night,5-6 hours,sometimes (3-4 times a week),average,rarely,sometimes,sometimes (1-2 times a week),moderate impact,every night,never,sometimes (3-4 times a week),high stress,poor
"16/4/2026, 9:51:20 am",third year,cse,female,every night,4-5 hours,sometimes (3-4 times a week),poor,sometimes,always,sometimes (1-2 times a week),moderate impact,every night,never,sometimes (3-4 times a week),high stress,below average
"16/4/2026, 9:51:22 am",third year,mechanical,male,often (5-6 times a week),5-6 hours,every night,good,always,often,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),every day,never,high stress,below average
"16/4/2026, 9:51:50 am",first year,mechanical,male,every night,4-5 hours,sometimes (3-4 times a week),very good,often,sometimes,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),often (5-6 times a week),extremely high stress,poor
"16/4/2026, 9:51:50 am",third year,eee,female,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,often,never,sometimes (1-2 times a week),minor impact,every night,never,rarely (1-2 times a week),high stress,good
"16/4/2026, 9:52:03 am",first year,cse,male,every night,5-6 hours,every night,good,rarely,sometimes,sometimes (1-2 times a week),major impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:52:06 am",first year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,sometimes,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,average
"16/4/2026, 9:52:16 am",first year,eee,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),poor,rarely,rarely,never,moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:52:26 am",third year,mechanical,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),very good,always,sometimes,often (3-4 times a week),moderate impact,every night,never,rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:52:36 am",third year,cse,male,rarely (1-2 times a week),6-7 hours,sometimes (3-4 times a week),good,often,sometimes,rarely (1-2 times a month),severe impact,every night,never,never,extremely high stress,average
"16/4/2026, 9:52:39 am",first year,ece,female,often (5-6 times a week),4-5 hours,every night,average,always,always,never,moderate impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),extremely high stress,below average
"16/4/2026, 9:52:41 am",third year,cse,male,every night,5-6 hours,sometimes (3-4 times a week),average,always,rarely,never,moderate impact,often (5-6 times a week),sometimes (3-4 times a week),every day,high stress,poor
"16/4/2026, 9:52:48 am",third year,cse,male,never,6-7 hours,often (5-6 times a week),average,often,rarely,never,moderate impact,every night,never,rarely (1-2 times a week),no stress,average
"16/4/2026, 9:52:52 am",third year,cse,male,every night,4-5 hours,every night,average,always,rarely,sometimes (1-2 times a week),minor impact,never,never,rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:52:53 am",third year,eee,female,rarely (1-2 times a week),6-7 hours,never,good,always,rarely,sometimes (1-2 times a week),minor impact,never,never,every day,high stress,average
"16/4/2026, 9:53:06 am",third year,cse,male,sometimes (3-4 times a week),less than 4 hours,often (5-6 times a week),average,always,sometimes,sometimes (1-2 times a week),minor impact,every night,never,never,high stress,poor
"16/4/2026, 9:53:10 am",third year,cse,female,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),average,rarely,sometimes,rarely (1-2 times a month),moderate impact,never,never,rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:53:13 am",first year,cse,male,sometimes (3-4 times a week),less than 4 hours,often (5-6 times a week),average,often,often,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),every day,rarely (1-2 times a week),high stress,poor
"16/4/2026, 9:53:22 am",third year,cse,male,sometimes (3-4 times a week),5-6 hours,sometimes (3-4 times a week),good,often,rarely,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),never,rarely (1-2 times a week),extremely high stress,poor
"16/4/2026, 9:54:21 am",third year,cse,male,every night,5-6 hours,often (5-6 times a week),poor,sometimes,sometimes,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),never,extremely high stress,below average
"16/4/2026, 9:54:25 am",third year,eee,male,every night,less than 4 hours,often (5-6 times a week),poor,sometimes,rarely,rarely (1-2 times a month),major impact,every night,never,every day,extremely high stress,below average
"16/4/2026, 9:55:50 am",second year,cse,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),good,rarely,sometimes,rarely (1-2 times a month),major impact,every night,never,sometimes (3-4 times a week),high stress,below average
