Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"13/4/2026, 9:56:29 pm",third year,eee,male,every night,5-6 hours,often (5-6 times a week),poor,always,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,extremely high stress,average
"13/4/2026, 9:57:02 pm",third year,eee,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),poor,sometimes,sometimes,rarely (1-2 times a month),minor impact,often (5-6 times a week),rarely (1-2 times a week),every day,no stress,below average
"13/4/2026, 9:57:51 pm",third year,cse,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),average,sometimes,often,sometimes (1-2 times a week),moderate impact,every night,never,rarely (1-2 times a week),high stress,average
"13/4/2026, 9:58:08 pm",third year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,never,never,never,moderate impact,never,never,never,no stress,poor
"13/4/2026, 10:01:42 pm",third year,mechanical,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,often,sometimes,rarely (1-2 times a month),moderate impact,every night,never,often (5-6 times a week),no stress,below average
"13/4/2026, 10:01:48 pm",third year,cse,male,never,7-8 hours,often (5-6 times a week),very good,rarely,rarely,rarely (1-2 times a month),minor impact,every night,never,rarely (1-2 times a week),low stress,average
"13/4/2026, 10:03:50 pm",third year,cse,male,never,5-6 hours,often (5-6 times a week),average,always,always,always,severe impact,every night,every day,never,extremely high stress,average
"13/4/2026, 10:04:53 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,never,average,sometimes,sometimes,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,good
"13/4/2026, 10:04:58 pm",third year,cse,male,sometimes (3-4 times a week),7-8 hours,sometimes (3-4 times a week),good,sometimes,often,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),every day,often (5-6 times a week),low stress,average
"13/4/2026, 10:05:09 pm",third year,cse,male,every night,7-8 hours,never,good,sometimes,sometimes,always,moderate impact,every night,never,every day,high stress,average
"13/4/2026, 10:06:09 pm",third year,eee,male,often (5-6 times a week),5-6 hours,never,average,always,often,never,moderate impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,average
"13/4/2026, 10:07:32 pm",third year,cse,male,often (5-6 times a week),6-7 hours,never,average,sometimes,sometimes,rarely (1-2 times a month),minor impact,often (5-6 times a week),rarely (1-2 times a week),never,low stress,average
"13/4/2026, 10:08:26 pm",third year,cse,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,often,sometimes,often (3-4 times a week),minor impact,every night,never,never,high stress,below average
"13/4/2026, 10:09:04 pm",third year,cse,male,often (5-6 times a week),6-7 hours,never,average,rarely,often,sometimes (1-2 times a week),minor impact,every night,every day,rarely (1-2 times a week),low stress,average
"13/4/2026, 10:09:29 pm",third year,cse,male,often (5-6 times a week),5-6 hours,never,average,always,always,sometimes (1-2 times a week),major impact,rarely (1-2 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),low stress,below average
"13/4/2026, 10:11:34 pm",third year,cse,male,never,5-6 hours,never,good,sometimes,rarely,never,major impact,sometimes (3-4 times a week),every day,never,high stress,average
"13/4/2026, 10:12:43 pm",third year,ece,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),good,sometimes,rarely,rarely (1-2 times a month),moderate impact,every night,never,sometimes (3-4 times a week),low stress,average
"13/4/2026, 10:13:14 pm",third year,other,male,never,7-8 hours,sometimes (3-4 times a week),good,never,rarely,sometimes (1-2 times a week),minor impact,often (5-6 times a week),every day,every day,high stress,good
"13/4/2026, 10:18:06 pm",third year,ece,male,sometimes (3-4 times a week),5-6 hours,never,average,often,sometimes,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 10:18:41 pm",third year,ece,male,sometimes (3-4 times a week),5-6 hours,never,very poor,sometimes,rarely,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),every day,no stress,average
"13/4/2026, 10:23:19 pm",third year,ece,male,never,less than 4 hours,never,very good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 10:25:50 pm",third year,cse,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,often,sometimes,rarely (1-2 times a month),major impact,every night,never,rarely (1-2 times a week),high stress,good
"13/4/2026, 10:28:52 pm",third year,other,male,never,7-8 hours,never,average,often,rarely,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),every day,low stress,good
"13/4/2026, 10:34:01 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 10:38:12 pm",third year,other,male,sometimes (3-4 times a week),6-7 hours,never,average,sometimes,rarely,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),high stress,average
"13/4/2026, 10:39:29 pm",third year,ece,female,sometimes (3-4 times a week),5-6 hours,never,average,often,sometimes,sometimes (1-2 times a week),minor impact,every night,never,rarely (1-2 times a week),high stress,average
"13/4/2026, 10:40:43 pm",second year,civil,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,rarely,sometimes,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,good
"13/4/2026, 10:43:47 pm",third year,ece,male,every night,5-6 hours,never,average,often,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,never,high stress,average
"13/4/2026, 10:44:09 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 10:47:30 pm",third year,ece,male,every night,5-6 hours,never,poor,often,often,always,major impact,every night,every day,never,high stress,poor
"13/4/2026, 10:49:37 pm",third year,mechanical,male,often (5-6 times a week),less than 4 hours,never,average,often,sometimes,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),low stress,average
"13/4/2026, 10:56:24 pm",third year,ece,female,often (5-6 times a week),6-7 hours,never,good,sometimes,often,never,moderate impact,every night,never,sometimes (3-4 times a week),high stress,average
"13/4/2026, 10:58:03 pm",first year,ece,male,never,less than 4 hours,sometimes (3-4 times a week),poor,rarely,often,never,moderate impact,rarely (1-2 times a week),every day,rarely (1-2 times a week),high stress,poor
"13/4/2026, 10:58:34 pm",second year,cse,female,never,less than 4 hours,never,very poor,never,never,never,severe impact,rarely (1-2 times a week),often (5-6 times a week),rarely (1-2 times a week),no stress,below average
"13/4/2026, 10:59:04 pm",fourth year,eee,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),very good,sometimes,never,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),never,high stress,below average
"13/4/2026, 10:59:30 pm",third year,cse,female,often (5-6 times a week),less than 4 hours,often (5-6 times a week),poor,never,rarely,never,moderate impact,often (5-6 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),low stress,below average
"13/4/2026, 10:59:58 pm",fourth year,ece,female,often (5-6 times a week),5-6 hours,never,good,sometimes,never,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),never,extremely high stress,below average
"13/4/2026, 11:00:24 pm",fourth year,civil,female,often (5-6 times a week),5-6 hours,never,very good,rarely,rarely,never,severe impact,sometimes (3-4 times a week),rarely (1-2 times a week),never,high stress,below average
"13/4/2026, 11:00:54 pm",first year,mechanical,female,often (5-6 times a week),less than 4 hours,often (5-6 times a week),average,never,always,rarely (1-2 times a month),moderate impact,never,sometimes (3-4 times a week),rarely (1-2 times a week),no stress,good
"13/4/2026, 11:01:45 pm",third year,ece,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,often,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),every day,every day,no stress,good
"13/4/2026, 11:08:04 pm",first year,other,female,every night,7-8 hours,never,good,sometimes,rarely,never,minor impact,every night,never,rarely (1-2 times a week),low stress,good
"13/4/2026, 11:08:04 pm",first year,cse,female,never,6-7 hours,never,very good,sometimes,rarely,never,minor impact,often (5-6 times a week),never,rarely (1-2 times a week),low stress,good
"13/4/2026, 11:09:26 pm",first year,other,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),very good,sometimes,rarely,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),rarely (1-2 times a week),every day,no stress,good
"13/4/2026, 11:10:25 pm",first year,cse,female,sometimes (3-4 times a week),5-6 hours,never,average,sometimes,often,never,moderate impact,often (5-6 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),high stress,good
"13/4/2026, 11:12:47 pm",first year,eee,male,never,6-7 hours,often (5-6 times a week),good,sometimes,never,never,severe impact,sometimes (3-4 times a week),rarely (1-2 times a week),often (5-6 times a week),low stress,average
"13/4/2026, 11:15:15 pm",first year,other,female,sometimes (3-4 times a week),6-7 hours,never,good,often,often,sometimes (1-2 times a week),moderate impact,every night,never,rarely (1-2 times a week),high stress,good
"13/4/2026, 11:15:31 pm",third year,cse,female,often (5-6 times a week),5-6 hours,never,average,always,always,sometimes (1-2 times a week),major impact,every night,often (5-6 times a week),rarely (1-2 times a week),extremely high stress,good
"13/4/2026, 11:17:08 pm",first year,eee,female,every night,7-8 hours,often (5-6 times a week),average,always,often,sometimes (1-2 times a week),moderate impact,every night,never,every day,low stress,average
"13/4/2026, 11:17:25 pm",first year,cse,male,never,less than 4 hours,never,good,always,never,rarely (1-2 times a month),moderate impact,never,often (5-6 times a week),rarely (1-2 times a week),no stress,good
"13/4/2026, 11:17:55 pm",first year,other,female,never,7-8 hours,never,good,rarely,sometimes,never,moderate impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),low stress,good
"13/4/2026, 11:18:03 pm",third year,cse,male,every night,6-7 hours,never,average,sometimes,sometimes,sometimes (1-2 times a week),major impact,every night,sometimes (3-4 times a week),never,no stress,good
"13/4/2026, 11:19:19 pm",first year,cse,male,every night,5-6 hours,often (5-6 times a week),poor,rarely,rarely,never,moderate impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,good
"13/4/2026, 11:19:38 pm",first year,cse,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,often,rarely,never,minor impact,rarely (1-2 times a week),rarely (1-2 times a week),every day,no stress,good
"13/4/2026, 11:19:43 pm",first year,ece,male,every night,5-6 hours,never,average,sometimes,sometimes,rarely (1-2 times a month),major impact,every night,never,never,extremely high stress,good
"13/4/2026, 11:20:19 pm",third year,cse,male,often (5-6 times a week),6-7 hours,never,good,rarely,rarely,rarely (1-2 times a month),moderate impact,every night,never,never,high stress,good
"13/4/2026, 11:21:18 pm",first year,cse,male,often (5-6 times a week),7-8 hours,never,good,always,rarely,sometimes (1-2 times a week),minor impact,often (5-6 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 11:22:22 pm",second year,cse,male,never,less than 4 hours,never,very poor,never,never,never,moderate impact,never,never,never,no stress,poor
"13/4/2026, 11:27:16 pm",second year,eee,male,often (5-6 times a week),5-6 hours,every night,average,rarely,often,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),often (5-6 times a week),often (5-6 times a week),low stress,below average
"13/4/2026, 11:28:20 pm",second year,mechanical,male,often (5-6 times a week),5-6 hours,every night,average,rarely,rarely,often (3-4 times a week),minor impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 11:29:30 pm",second year,cse,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),poor,never,often,often (3-4 times a week),minor impact,sometimes (3-4 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 11:30:47 pm",second year,eee,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),very good,sometimes,sometimes,rarely (1-2 times a month),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
"13/4/2026, 11:30:53 pm",first year,cse,male,every night,7-8 hours,often (5-6 times a week),good,rarely,sometimes,never,moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,excellent
"13/4/2026, 11:33:21 pm",second year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,rarely,often,sometimes (1-2 times a week),major impact,rarely (1-2 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
"13/4/2026, 11:34:25 pm",first year,ece,male,often (5-6 times a week),6-7 hours,never,good,sometimes,rarely,never,minor impact,every night,often (5-6 times a week),sometimes (3-4 times a week),low stress,good
"13/4/2026, 11:36:49 pm",first year,cse,male,every night,7-8 hours,never,good,sometimes,never,rarely (1-2 times a month),moderate impact,every night,every day,sometimes (3-4 times a week),no stress,excellent
"13/4/2026, 11:36:55 pm",second year,cse,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,rarely,often,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 11:37:30 pm",first year,cse,female,often (5-6 times a week),5-6 hours,never,average,sometimes,sometimes,never,moderate impact,every night,never,never,low stress,average
"13/4/2026, 11:37:43 pm",third year,cse,male,often (5-6 times a week),5-6 hours,never,good,sometimes,always,always,severe impact,rarely (1-2 times a week),rarely (1-2 times a week),often (5-6 times a week),high stress,excellent
"13/4/2026, 11:40:21 pm",first year,cse,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,always,sometimes,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),never,low stress,good
"13/4/2026, 11:43:39 pm",first year,other,female,never,5-6 hours,never,average,rarely,sometimes,never,minor impact,often (5-6 times a week),sometimes (3-4 times a week),never,low stress,below average
"13/4/2026, 11:47:01 pm",first year,civil,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very good,sometimes,rarely,never,moderate impact,rarely (1-2 times a week),often (5-6 times a week),every day,no stress,good
"13/4/2026, 11:48:05 pm",first year,mechanical,female,often (5-6 times a week),more than 8 hours,never,very good,never,never,never,moderate impact,never,never,every day,no stress,excellent
"13/4/2026, 11:48:49 pm",first year,eee,female,never,5-6 hours,every night,very good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),often (5-6 times a week),low stress,poor
"13/4/2026, 11:50:07 pm",first year,cse,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,never,never,never,moderate impact,every night,never,rarely (1-2 times a week),extremely high stress,good
"13/4/2026, 11:50:30 pm",first year,ece,male,sometimes (3-4 times a week),5-6 hours,sometimes (3-4 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),no stress,below average
"13/4/2026, 11:56:11 pm",first year,cse,male,never,5-6 hours,never,good,sometimes,never,never,minor impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),low stress,below average
"13/4/2026, 11:57:44 pm",third year,eee,male,never,6-7 hours,never,good,often,often,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),high stress,below average
"13/4/2026, 11:59:25 pm",third year,ece,male,never,less than 4 hours,never,very poor,always,often,sometimes (1-2 times a week),minor impact,every night,never,sometimes (3-4 times a week),high stress,below average
"13/4/2026, 11:59:39 pm",first year,cse,male,never,7-8 hours,never,good,rarely,never,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),low stress,below average
"14/4/2026, 12:00:36 am",first year,other,male,sometimes (3-4 times a week),5-6 hours,never,good,rarely,sometimes,rarely (1-2 times a month),moderate impact,every night,never,rarely (1-2 times a week),low stress,good
"14/4/2026, 12:04:58 am",first year,cse,male,never,6-7 hours,rarely (1-2 times a week),good,rarely,rarely,never,moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),no stress,average
"14/4/2026, 12:05:58 am",first year,other,male,never,more than 8 hours,every night,poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
"14/4/2026, 12:11:05 am",first year,cse,male,often (5-6 times a week),5-6 hours,never,average,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,average
"14/4/2026, 12:47:06 am",first year,eee,male,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),good,often,sometimes,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),rarely (1-2 times a week),often (5-6 times a week),low stress,below average
"14/4/2026, 6:18:32 am",first year,ece,male,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),good,often,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,average
"14/4/2026, 6:32:27 am",third year,cse,male,often (5-6 times a week),5-6 hours,never,average,sometimes,often,always,minor impact,often (5-6 times a week),never,every day,low stress,below average
"14/4/2026, 7:36:16 am",first year,cse,male,every night,7-8 hours,often (5-6 times a week),average,sometimes,often,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),every day,never,high stress,good
"14/4/2026, 8:31:23 am",fourth year,cse,male,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),poor,sometimes,sometimes,sometimes (1-2 times a week),major impact,every night,rarely (1-2 times a week),every day,high stress,average
"14/4/2026, 8:34:06 am",fourth year,eee,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),poor,sometimes,sometimes,sometimes (1-2 times a week),major impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,below average
"14/4/2026, 8:36:24 am",third year,ece,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,often,sometimes,sometimes (1-2 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,average
"14/4/2026, 8:37:47 am",third year,ece,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),average,rarely,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),high stress,average
"14/4/2026, 8:41:36 am",third year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),poor,sometimes,sometimes,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,poor
"14/4/2026, 8:46:10 am",third year,cse,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,sometimes,rarely,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"14/4/2026, 8:50:23 am",fourth year,ece,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),poor,sometimes,rarely,sometimes (1-2 times a week),major impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),high stress,below average
"14/4/2026, 8:52:55 am",first year,mechanical,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),average,rarely,rarely,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),never,low stress,good
"14/4/2026, 9:37:25 am",third year,cse,male,every night,5-6 hours,never,average,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,average
"15/4/2026, 9:30:04 am",third year,cse,male,often (5-6 times a week),6-7 hours,never,average,always,rarely,never,minor impact,often (5-6 times a week),never,sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:30:20 am",second year,cse,female,every night,5-6 hours,never,good,often,sometimes,sometimes (1-2 times a week),moderate impact,every night,never,often (5-6 times a week),high stress,excellent
"15/4/2026, 9:30:23 am",second year,ece,female,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),poor,rarely,often,never,severe impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),low stress,good
"15/4/2026, 9:30:31 am",third year,ece,female,never,6-7 hours,never,average,sometimes,often,sometimes (1-2 times a week),moderate impact,every night,never,sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:30:37 am",third year,eee,male,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),average,sometimes,rarely,never,moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"15/4/2026, 9:30:34 am",third year,cse,male,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),very good,rarely,rarely,rarely (1-2 times a month),minor impact,every night,often (5-6 times a week),rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:30:38 am",third year,other,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),good,sometimes,rarely,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),low stress,good
"15/4/2026, 9:30:39 am",third year,cse,male,never,7-8 hours,rarely (1-2 times a week),good,sometimes,always,often (3-4 times a week),minor impact,rarely (1-2 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:30:46 am",third year,cse,male,never,5-6 hours,rarely (1-2 times a week),average,always,always,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),low stress,good
"15/4/2026, 9:30:51 am",third year,cse,male,every night,5-6 hours,never,average,sometimes,never,sometimes (1-2 times a week),minor impact,often (5-6 times a week),never,never,low stress,average
"15/4/2026, 9:30:56 am",third year,ece,male,never,7-8 hours,never,average,always,often,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),never,often (5-6 times a week),high stress,excellent
"15/4/2026, 9:31:08 am",third year,ece,male,sometimes (3-4 times a week),6-7 hours,never,poor,always,sometimes,rarely (1-2 times a month),major impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:31:08 am",third year,ece,male,rarely (1-2 times a week),5-6 hours,never,very good,rarely,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),every day,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:31:17 am",third year,cse,male,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),average,rarely,always,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:31:30 am",third year,cse,male,never,6-7 hours,never,average,always,sometimes,sometimes (1-2 times a week),minor impact,often (5-6 times a week),every day,sometimes (3-4 times a week),high stress,excellent
"15/4/2026, 9:31:36 am",first year,cse,male,sometimes (3-4 times a week),6-7 hours,never,very good,rarely,often,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:31:45 am",third year,cse,male,never,7-8 hours,rarely (1-2 times a week),good,sometimes,never,often (3-4 times a week),moderate impact,every night,sometimes (3-4 times a week),never,high stress,good
"15/4/2026, 9:31:52 am",second year,cse,female,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),average,rarely,sometimes,always,major impact,every night,never,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:32:03 am",third year,cse,female,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),average,never,rarely,never,moderate impact,often (5-6 times a week),never,never,low stress,average
"15/4/2026, 9:32:09 am",third year,cse,female,often (5-6 times a week),5-6 hours,never,good,rarely,often,rarely (1-2 times a month),major impact,every night,never,rarely (1-2 times a week),low stress,good
"15/4/2026, 9:32:09 am",first year,cse,female,sometimes (3-4 times a week),6-7 hours,never,average,often,rarely,sometimes (1-2 times a week),major impact,often (5-6 times a week),rarely (1-2 times a week),never,low stress,good
"15/4/2026, 9:32:16 am",first year,eee,male,sometimes (3-4 times a week),7-8 hours,never,poor,rarely,sometimes,rarely (1-2 times a month),minor impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),no stress,average
"15/4/2026, 9:32:17 am",third year,cse,female,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,often,sometimes,never,major impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:32:22 am",first year,cse,male,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),very good,rarely,never,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),no stress,good
"15/4/2026, 9:32:35 am",third year,cse,male,every night,7-8 hours,rarely (1-2 times a week),good,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),never,high stress,average
"15/4/2026, 9:32:39 am",third year,ece,female,every night,5-6 hours,sometimes (3-4 times a week),average,always,always,sometimes (1-2 times a week),minor impact,every night,often (5-6 times a week),sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:32:44 am",third year,ece,male,never,5-6 hours,never,average,sometimes,often,sometimes (1-2 times a week),minor impact,often (5-6 times a week),never,every day,extremely high stress,below average
"15/4/2026, 9:32:44 am",second year,cse,male,never,less than 4 hours,never,good,always,never,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:32:45 am",second year,cse,male,never,5-6 hours,never,average,often,often,never,moderate impact,never,never,often (5-6 times a week),no stress,average
"15/4/2026, 9:32:45 am",third year,eee,male,rarely (1-2 times a week),7-8 hours,never,good,rarely,sometimes,never,severe impact,every night,every day,often (5-6 times a week),low stress,average
"15/4/2026, 9:32:47 am",first year,ece,male,often (5-6 times a week),5-6 hours,rarely (1-2 times a week),good,rarely,often,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),every day,high stress,average
"15/4/2026, 9:33:04 am",third year,mechanical,male,never,less than 4 hours,never,average,always,always,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),never,never,no stress,average
"15/4/2026, 9:33:10 am",third year,other,male,never,7-8 hours,rarely (1-2 times a week),average,rarely,often,sometimes (1-2 times a week),moderate impact,every night,every day,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:33:20 am",third year,cse,male,never,5-6 hours,rarely (1-2 times a week),good,often,often,rarely (1-2 times a month),moderate impact,often (5-6 times a week),rarely (1-2 times a week),never,low stress,poor
"15/4/2026, 9:33:29 am",third year,cse,male,every night,6-7 hours,never,good,never,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),extremely high stress,good
"15/4/2026, 9:33:45 am",first year,cse,male,rarely (1-2 times a week),5-6 hours,never,average,never,often,always,minor impact,every night,every day,rarely (1-2 times a week),low stress,below average
"15/4/2026, 9:33:47 am",third year,cse,male,rarely (1-2 times a week),6-7 hours,never,poor,never,sometimes,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),high stress,average
"15/4/2026, 9:33:47 am",third year,cse,male,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),average,sometimes,often,never,minor impact,every night,rarely (1-2 times a week),never,low stress,below average
"15/4/2026, 9:34:01 am",third year,mechanical,female,never,6-7 hours,never,very good,often,always,often (3-4 times a week),minor impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,average
"15/4/2026, 9:34:02 am",second year,cse,male,every night,7-8 hours,never,poor,often,often,always,minor impact,every night,rarely (1-2 times a week),never,high stress,good
"15/4/2026, 9:34:04 am",third year,other,male,every night,5-6 hours,never,average,rarely,rarely,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),never,every day,high stress,average
