Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/24/2024 18:27:39,first year,male,often (5-6 times a week),7-8 hours,every night,very good,rarely,never,sometimes (1-2 times a week),minor impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,below average
10/24/2024 18:27:57,third year,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),very good,always,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,below average
10/24/2024 18:28:30,third year,female,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),very good,always,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,below average
10/24/2024 18:28:49,graduate student,male,rarely (1-2 times a week),7-8 hours,every night,very good,sometimes,often,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,low stress,poor
10/24/2024 18:29:15,graduate student,female,rarely (1-2 times a week),7-8 hours,sometimes (3-4 times a week),good,often,often,rarely (1-2 times a month),major impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),high stress,below average
10/24/2024 18:29:45,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),average,often,sometimes,always,major impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),high stress,poor
10/24/2024 18:30:09,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),average,often,often,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,poor
10/24/2024 18:30:32,third year,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),very good,rarely,sometimes,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,below average
10/24/2024 18:30:53,third year,male,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),very good,sometimes,often,rarely (1-2 times a month),major impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
10/24/2024 18:31:12,graduate student,female,sometimes (3-4 times a week),more than 8 hours,every night,poor,rarely,sometimes,often (3-4 times a week),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,poor
10/24/2024 18:31:34,third year,female,sometimes (3-4 times a week),7-8 hours,every night,very good,often,sometimes,sometimes (1-2 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 18:31:52,graduate student,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),good,always,rarely,rarely (1-2 times a month),severe impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
10/24/2024 18:32:46,third year,female,rarely (1-2 times a week),more than 8 hours,often (5-6 times a week),very good,often,sometimes,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),no stress,below average
10/24/2024 18:34:23,graduate student,female,sometimes (3-4 times a week),more than 8 hours,often (5-6 times a week),average,rarely,rarely,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,good
10/24/2024 18:34:47,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),average,often,often,often (3-4 times a week),minor impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),high stress,poor
10/24/2024 19:29:15,third year,male,every night,more than 8 hours,every night,very good,sometimes,often,always,moderate impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,poor
10/24/2024 19:29:34,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very good,always,always,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/24/2024 19:29:53,graduate student,male,every night,7-8 hours,every night,very good,often,always,always,severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
10/24/2024 19:30:35,graduate student,female,every night,7-8 hours,every night,average,always,sometimes,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),low stress,poor
10/24/2024 19:30:52,third year,male,often (5-6 times a week),7-8 hours,every night,average,sometimes,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
10/24/2024 19:31:12,graduate student,female,every night,more than 8 hours,often (5-6 times a week),very good,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/24/2024 19:32:25,third year,female,every night,more than 8 hours,every night,good,always,often,sometimes (1-2 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 19:33:02,graduate student,male,every night,more than 8 hours,every night,good,often,sometimes,always,moderate impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
10/24/2024 19:33:38,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,always,often,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/24/2024 19:34:01,third year,male,every night,7-8 hours,often (5-6 times a week),very good,often,often,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,low stress,poor
10/24/2024 19:34:44,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very good,often,often,always,severe impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),no stress,poor
10/24/2024 19:35:16,third year,female,every night,7-8 hours,every night,very good,sometimes,sometimes,often (3-4 times a week),severe impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),high stress,poor
10/24/2024 19:36:18,graduate student,female,often (5-6 times a week),more than 8 hours,every night,good,always,always,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),every day,high stress,below average
10/24/2024 19:36:37,second year,female,every night,more than 8 hours,every night,good,often,always,always,minor impact,often (5-6 times a week),every day,sometimes (3-4 times a week),high stress,poor
10/24/2024 19:36:55,second year,female,never,7-8 hours,often (5-6 times a week),good,often,often,sometimes (1-2 times a week),minor impact,every night,often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/24/2024 19:37:16,graduate student,female,often (5-6 times a week),more than 8 hours,every night,good,always,always,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/24/2024 19:38:52,third year,male,every night,7-8 hours,sometimes (3-4 times a week),very good,often,always,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,poor
10/24/2024 19:39:15,third year,male,often (5-6 times a week),7-8 hours,every night,good,often,often,always,severe impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),extremely high stress,below average
10/24/2024 19:39:38,graduate student,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),good,often,always,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),every day,extremely high stress,poor
10/24/2024 19:40:05,graduate student,male,often (5-6 times a week),7-8 hours,every night,good,sometimes,sometimes,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,low stress,below average
10/24/2024 19:40:29,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very good,often,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,low stress,poor
10/24/2024 19:41:29,graduate student,female,sometimes (3-4 times a week),7-8 hours,every night,very good,always,always,rarely (1-2 times a month),major impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/24/2024 19:41:52,third year,female,every night,7-8 hours,often (5-6 times a week),good,rarely,sometimes,often (3-4 times a week),minor impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/24/2024 19:43:37,second year,male,often (5-6 times a week),7-8 hours,every night,very good,often,often,often (3-4 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),every day,high stress,below average
10/24/2024 19:44:02,graduate student,female,every night,more than 8 hours,every night,good,sometimes,sometimes,sometimes (1-2 times a week),major impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),high stress,below average
10/24/2024 19:44:21,graduate student,male,every night,7-8 hours,often (5-6 times a week),good,sometimes,often,sometimes (1-2 times a week),major impact,every night,every day,every day,low stress,poor
10/24/2024 19:45:11,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),average,sometimes,often,often (3-4 times a week),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
10/24/2024 19:46:57,graduate student,female,often (5-6 times a week),more than 8 hours,sometimes (3-4 times a week),very good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),often (5-6 times a week),low stress,below average
10/24/2024 19:48:09,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
10/24/2024 19:50:06,third year,male,every night,7-8 hours,every night,good,often,often,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,poor
10/24/2024 19:50:39,third year,female,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),good,often,rarely,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 19:53:54,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very good,often,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,average
10/24/2024 19:55:34,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),average,often,sometimes,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,below average
10/24/2024 19:56:15,third year,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),good,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/24/2024 19:56:35,third year,female,often (5-6 times a week),more than 8 hours,every night,good,often,sometimes,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),every day,every day,high stress,below average
10/24/2024 19:59:55,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),average,sometimes,sometimes,often (3-4 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
10/24/2024 20:00:33,graduate student,male,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),good,sometimes,sometimes,often (3-4 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),low stress,below average
10/24/2024 20:01:31,third year,male,every night,7-8 hours,sometimes (3-4 times a week),very good,often,sometimes,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 20:15:00,graduate student,female,every night,more than 8 hours,every night,very good,always,often,often (3-4 times a week),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
10/24/2024 20:15:20,graduate student,female,sometimes (3-4 times a week),7-8 hours,every night,very good,never,rarely,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,below average
10/24/2024 20:16:39,graduate student,male,every night,7-8 hours,often (5-6 times a week),good,sometimes,often,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 20:16:59,graduate student,male,every night,7-8 hours,often (5-6 times a week),good,always,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 20:17:36,graduate student,female,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),very good,always,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),low stress,average
10/24/2024 20:18:00,third year,male,every night,7-8 hours,often (5-6 times a week),good,often,sometimes,often (3-4 times a week),major impact,rarely (1-2 times a week),often (5-6 times a week),often (5-6 times a week),low stress,poor
10/24/2024 20:20:46,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very good,often,always,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/24/2024 20:31:06,graduate student,male,every night,more than 8 hours,every night,very good,often,often,often (3-4 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
10/24/2024 20:31:33,third year,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),good,always,always,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/24/2024 20:32:06,second year,female,often (5-6 times a week),more than 8 hours,every night,good,sometimes,always,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/24/2024 20:35:16,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
10/24/2024 20:36:31,third year,male,every night,7-8 hours,every night,good,sometimes,sometimes,never,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 20:37:39,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),good,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
10/24/2024 20:41:20,graduate student,female,often (5-6 times a week),more than 8 hours,every night,very good,often,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 20:44:28,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very good,often,often,sometimes (1-2 times a week),moderate impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,below average
10/24/2024 20:44:47,graduate student,female,every night,more than 8 hours,often (5-6 times a week),good,always,always,always,severe impact,sometimes (3-4 times a week),often (5-6 times a week),every day,extremely high stress,below average
10/24/2024 20:45:15,third year,female,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),good,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/24/2024 20:46:44,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/24/2024 20:49:24,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,sometimes,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/24/2024 23:42:01,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,poor
10/25/2024 13:58:07,graduate student,male,every night,7-8 hours,every night,good,sometimes,often,often (3-4 times a week),major impact,rarely (1-2 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,poor
10/25/2024 13:59:02,third year,female,every night,more than 8 hours,every night,very good,always,always,sometimes (1-2 times a week),severe impact,every night,every day,rarely (1-2 times a week),high stress,poor
10/25/2024 14:00:04,graduate student,male,every night,more than 8 hours,every night,good,always,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/25/2024 14:00:29,second year,male,often (5-6 times a week),more than 8 hours,every night,very good,always,always,always,major impact,every night,often (5-6 times a week),every day,high stress,poor
