Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/26/2024 16:31:14,graduate student,male,every night,7-8 hours,every night,very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/26/2024 16:31:35,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 16:31:55,third year,male,every night,7-8 hours,every night,very poor,always,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/26/2024 16:32:15,graduate student,female,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,always,moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
10/26/2024 16:39:11,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,never,sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,poor
10/26/2024 16:39:36,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,average
10/26/2024 16:40:00,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,below average
10/26/2024 16:40:21,third year,female,every night,7-8 hours,every night,very poor,often,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/26/2024 16:40:42,third year,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:41:02,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:41:22,graduate student,male,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/26/2024 16:41:43,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:42:02,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),extremely high stress,poor
10/26/2024 16:42:19,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/26/2024 16:42:41,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),moderate impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,poor
10/26/2024 16:43:00,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:43:18,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/26/2024 16:43:39,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 16:43:56,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 16:44:13,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,always,major impact,every night,every day,often (5-6 times a week),high stress,below average
10/26/2024 16:47:13,graduate student,male,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:47:35,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/26/2024 16:48:43,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/26/2024 16:49:03,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:49:24,first year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:49:48,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:52:42,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:53:29,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/26/2024 16:53:48,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/26/2024 16:54:11,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 17:06:19,graduate student,male,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
10/27/2024 0:41:18,third year,male,often (5-6 times a week),7-8 hours,every night,very poor,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),every day,sometimes (3-4 times a week),high stress,poor
10/27/2024 0:45:51,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 0:47:01,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 0:47:22,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 0:47:39,graduate student,male,every night,more than 8 hours,every night,very good,always,always,often (3-4 times a week),major impact,every night,every day,every day,extremely high stress,poor
10/27/2024 0:47:58,third year,male,every night,more than 8 hours,every night,very poor,often,always,always,severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 0:49:36,third year,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 0:49:56,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 0:50:23,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 0:50:50,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,always,moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 0:51:10,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,often (5-6 times a week),rarely (1-2 times a week),every day,high stress,poor
10/27/2024 0:51:32,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),major impact,every night,every day,every day,extremely high stress,poor
10/27/2024 0:51:51,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,always,sometimes,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 0:52:08,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
10/27/2024 0:53:53,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,always,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 0:54:47,graduate student,female,every night,more than 8 hours,every night,very poor,always,always,often (3-4 times a week),severe impact,every night,every day,often (5-6 times a week),high stress,poor
10/27/2024 0:56:04,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,always,major impact,sometimes (3-4 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 0:56:25,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,sometimes,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/27/2024 0:56:43,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),every day,extremely high stress,poor
10/27/2024 0:57:55,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,sometimes,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 1:00:46,graduate student,male,often (5-6 times a week),7-8 hours,rarely (1-2 times a week),poor,always,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,poor
10/27/2024 1:01:12,third year,male,never,7-8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),severe impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/27/2024 1:01:30,third year,male,every night,7-8 hours,every night,very poor,often,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 1:01:49,graduate student,female,every night,7-8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 1:02:11,graduate student,male,every night,7-8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,below average
10/27/2024 1:02:31,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 1:02:59,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,always,moderate impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
10/27/2024 1:03:27,third year,male,every night,more than 8 hours,every night,very poor,often,sometimes,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:04:35,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,sometimes,sometimes (1-2 times a week),major impact,every night,every day,sometimes (3-4 times a week),extremely high stress,below average
10/27/2024 11:04:55,graduate student,male,often (5-6 times a week),7-8 hours,every night,very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,poor
10/27/2024 11:05:15,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,always,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:05:43,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,sometimes,always,severe impact,often (5-6 times a week),every day,every day,high stress,below average
10/27/2024 11:06:05,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),severe impact,every night,every day,every day,high stress,below average
10/27/2024 11:06:26,graduate student,male,every night,7-8 hours,every night,very poor,always,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 11:06:45,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),high stress,below average
10/27/2024 11:07:02,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),severe impact,every night,every day,every day,high stress,poor
10/27/2024 11:07:22,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
10/27/2024 11:07:55,third year,male,often (5-6 times a week),more than 8 hours,every night,very poor,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,extremely high stress,below average
10/27/2024 11:08:36,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:08:53,third year,male,every night,more than 8 hours,sometimes (3-4 times a week),very poor,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
10/27/2024 11:09:15,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
10/27/2024 11:09:32,third year,male,often (5-6 times a week),7-8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:09:50,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:10:11,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,below average
10/27/2024 11:10:30,third year,male,often (5-6 times a week),7-8 hours,rarely (1-2 times a week),poor,often,often,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:10:57,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,always,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
10/27/2024 11:11:19,third year,female,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 11:11:41,third year,male,sometimes (3-4 times a week),7-8 hours,sometimes (3-4 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:11:58,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
10/27/2024 11:12:17,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:12:34,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:12:50,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:13:11,graduate student,female,often (5-6 times a week),more than 8 hours,every night,very poor,always,sometimes,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:13:33,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,average
10/27/2024 11:13:56,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
10/27/2024 11:14:28,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
10/27/2024 11:14:47,third year,male,every night,more than 8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
10/27/2024 11:15:12,second year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,often,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:15:34,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,every night,every day,every day,extremely high stress,poor
10/27/2024 11:16:08,second year,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,poor
10/27/2024 11:16:24,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,always,major impact,sometimes (3-4 times a week),every day,often (5-6 times a week),extremely high stress,below average
10/27/2024 11:16:43,graduate student,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 11:17:03,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,always,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 11:17:23,third year,male,often (5-6 times a week),more than 8 hours,every night,poor,often,often,sometimes (1-2 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:17:41,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,often,often (3-4 times a week),moderate impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:18:00,graduate student,male,every night,more than 8 hours,often (5-6 times a week),poor,often,often,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:18:18,third year,female,every night,7-8 hours,often (5-6 times a week),poor,often,often,always,severe impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,average
10/27/2024 11:18:38,graduate student,female,every night,7-8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:18:57,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 11:19:15,third year,female,every night,7-8 hours,every night,poor,often,always,sometimes (1-2 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:19:32,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 11:19:52,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:20:11,graduate student,female,every night,7-8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:21:12,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,sometimes,often,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:21:31,third year,female,often (5-6 times a week),7-8 hours,every night,poor,sometimes,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
10/27/2024 11:21:50,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:22:09,third year,male,every night,6-7 hours,sometimes (3-4 times a week),very poor,sometimes,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:22:30,third year,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),poor,often,sometimes,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,high stress,below average
10/27/2024 11:22:51,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,sometimes (1-2 times a week),major impact,every night,every day,often (5-6 times a week),high stress,poor
10/27/2024 11:23:12,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,excellent
10/27/2024 11:23:33,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,often (3-4 times a week),severe impact,often (5-6 times a week),every day,every day,high stress,below average
10/27/2024 11:23:51,graduate student,male,every night,more than 8 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:24:12,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,always,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
10/27/2024 11:24:35,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:24:59,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:25:18,graduate student,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),very poor,often,often,always,major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:25:36,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:25:55,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,sometimes,often (3-4 times a week),moderate impact,every night,often (5-6 times a week),sometimes (3-4 times a week),extremely high stress,poor
10/27/2024 11:26:17,graduate student,male,every night,7-8 hours,every night,very poor,often,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 11:26:38,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,sometimes,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 11:26:58,third year,female,every night,7-8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:27:16,third year,male,every night,7-8 hours,every night,very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,poor
10/27/2024 11:27:33,third year,female,every night,6-7 hours,often (5-6 times a week),very poor,often,always,always,major impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:27:55,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/27/2024 11:28:14,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
10/27/2024 11:28:36,graduate student,female,often (5-6 times a week),more than 8 hours,every night,very good,always,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 11:28:55,graduate student,male,every night,more than 8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 11:29:16,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:29:32,second year,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:29:50,first year,female,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
10/27/2024 11:30:08,second year,female,often (5-6 times a week),7-8 hours,every night,very poor,always,always,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:30:23,third year,male,every night,more than 8 hours,sometimes (3-4 times a week),very poor,often,always,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/27/2024 11:30:39,third year,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),very poor,often,often,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 11:30:56,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,always,sometimes,always,major impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/27/2024 11:31:12,third year,female,sometimes (3-4 times a week),more than 8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,poor
10/27/2024 11:31:28,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,sometimes,often (3-4 times a week),severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/27/2024 11:31:48,third year,male,often (5-6 times a week),6-7 hours,never,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/27/2024 11:32:04,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
10/27/2024 11:32:21,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,always,often (3-4 times a week),minor impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/27/2024 11:32:39,third year,male,often (5-6 times a week),7-8 hours,every night,very poor,often,always,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
